"album_id","album_name","artist_name"
"4cO51KBYsdsbmSZleoNEGH","The Blues Brothers Original Motion Picture Soundtrack","The Blues Brothers"
"1r3ojiC0kokSIk8S4K3tQV","Let Me Be Your Angel","Stacy Lattisaw"
"06rMMhW64HOA6OkAu9UmGQ","Boogie Motel","Foghat"
"7GnMeBxDvE6wJ4Iu6Xdb2a","Phoenix","Dan Fogelberg"
"55eyfq3Bo4i9FoMJQmHWiH","No Night So Long (Expanded Version)","Dionne Warwick"
"4wVHvawxZy52Oemd4sGyUm","In Through the out Door (1994 Remaster)","Led Zeppelin"
"7lJUFD2RHLw2MXKHrrKf9r","Adventures In Utopia","Utopia"
"1R14S4kaq7WEkkRewJyPfd","Identify Yourself","The O'Jays"
"5KIiwl8O0yoyARKkBhtt76","Best Slow Jams - Volume One","The Whispers"
"5EJtsT4gSp5KlzRwJVCl02","Anthology: The Commodores","Commodores"
"1hBb3CO8tJYgElXGvrA8Vj","Love Stinks","The J. Geils Band"
"3QtcoigGc0KKzE6mVAkFfY","In The Heat Of The Night","Pat Benatar"
"5zvuFA0RNCJyytXBdmjAlv","A Biography","John Mellencamp"
"0oDldtN1DXlRFL0zNfc1ux","The Muppet Movie (Original Motion Picture Soundtrack)","Kermit"
"2myey2664YObEQ2hs2YJeE","Masterjam","Rufus & Chaka Khan"
"6NS8uFJqbcKqLUu4VzxpD4","Extensions","The Manhattan Transfer"
"3euk5MWFsFaDJkGyO4OBes","Seduction","James Last"
"0OAlaTBmQv8zhGiTpakliE","Warm Thoughts","Smokey Robinson"
"4tOvbLdkXFUTXIFoOpjgBu","Bernadette","Bernadette Peters"
"4LniALl9S6YedTFdiZWOMS","Voices","Daryl Hall & John Oates"
"5KFlXseVLgtUSSpvDCACW4","Marathon","Santana"
"7HY0aAzDNhAqmFHATtABPY","Rise","Herb Alpert"
"1h1rSeeUKRSRefpSCmbbqB","Larsen/Feiten Band","Larsen/Feiten Band"
"6XVtOn2VZuOH7PlbRZzOae","Airdream Believer","John Stewart"
"2ZdGfu9ZkkWBjOJftgJDjF","24 Carrots","Al Stewart"
"61LtPnznDC6vcMOUrvRJQM","Union Jacks","The Babys"
"56watINmdqEQfTBjA9DXKR","Bebe Le Strange","Heart"
"0P7d8Q1oSVDhrpUkJLwbNn","The Very Baddest of... ZZ Top","ZZ Top"
"4UmBYGdgCkDiTFtlMwlHi8","Party","The Sugarhill Gang"
"2zVCb4GhgcJegyhF6DAmtC","In The Nick Of Time","Nicolette Larson"
"0zdZSyxWaYmaRMPeUHcG1K","Voulez-Vous","ABBA"
"56eHYN6Y02evhG49RjZL2V","Panorama","The Cars"
"5CbHlv3t41FPcvuez6I3jW","カフェ・ドライブ・スタンダード 2・・・AOR・ドライブ・ミュージック決定盤","Jim Photoglo"
"3hlQAIbHapiTwOR2JUI0HE","Ink","Livingston Taylor"
"29kgXHtcd3aQw8uDhliTMk","But What Will The Neighbors Think","Rodney Crowell"
"4dqtXb821EmROvQYocIRRu","Everything You've Heard Is True","Tom Johnston"
"1zdDoTRBMsZNywgmlin186","Dolly Dolly Dolly","Dolly Parton"
"2tivwwko3vqzzICWw3G9oB","Flush the Fashion","Alice Cooper"
"6PXrZg7FMAGm1rnu6widwU","The Rose","Bette Midler"
"1EQKJwc7VeC3iCrbvnEKH5","Satisfied (Expanded Edition)","Rita Coolidge"
"5KKpKvLOS4tCV7cSOwIOWF","The Age Of Plastic","The Buggles"
"38I3cIZowVjtksvYrpQIJf","Pizzazz","Patrice Rushen"
"3pdY1TSQHCK98PHqaNYxxc","The Very Best Of Change","Change"
"3PlYLejxpxhtJcynfE08vE","Unmasked","KISS"
"7uFDBROeCBVOlV9CfZv0cT","Flirtin' With Disaster","Molly Hatchet"
"6Y5TCAPz4RNwgandUvik2A","Rockin' Into The Night","38 Special"
"32Lf9kBHBFcTxhft0Y5Tid","The Legacy (1961-2017)","Glen Campbell"
"1S6hSxuHEJpLenTqPnLhql","Wet","Barbra Streisand"
"39gB8BVLho5dMNKKuYSFw2","The Invisible Man's Band","Invisible Man's Band"
"1hBb3CO8tJYgElXGvrA8Vj","Love Stinks","The J. Geils Band"
"1B04IYAKg68BlApikAIU9J","Tommy Tutone","Tommy Tutone"
"6TsjAo5OfozNTu8R5VAugT","Supercharged","Tavares"
"0rPCO55x3MGthe8qkn64o6","About Love (Expanded Edition)","Gladys Knight & The Pips"
"6ThmBI6KgEM3KyvcLRJL0t","Suzi… and Other Four Letter Words (2017 Remaster)","Suzi Quatro"
"1y6KEmHnikZEMa2ocjRa52","Beyond","Herb Alpert"
"7n5g1A5wYCBe6xQgoF3EJ2","Power","The Temptations"
"4d4k67HhOozOYNFcko5fWp","Take A Little Rhythm","Ali Thomson"
"5eXjncYwQcTQkGAYA8pUeZ","Hearts Under Fire","Dann Rogers"
"3KATYZsxEEpu78IwBeonYe","The Flying Lizards","The Flying Lizards"
"1rCDwjRZqZYUNDnHnAAoIZ","Bobby Caldwell Sings for the Broken Hearted","Bobby Caldwell"
"3fsuUekVTVRclF4p7IRan2","Emmylou Harris Anthology: The Warner/Reprise Years","Emmylou Harris w/ Roy Orbison"
"1DVbtOJR1fq5M8VwVvlSvr","The Kings Are Here","The Kings"
"5UjwQ3co1TWY9458ojqjAj","True Colours","Split Enz"
"7ljbw5gCQbehe00dIzdxfg","Dirty Water: The Very Best Of The Inmates","The Inmates"
"7fRy246Xzz3gez6stjTgKk","Women and Children First (Remastered)","Van Halen"
"6mrE3jHtD2LLIskZ2XXRcd","Nothin' Matters And What If It Did","John Mellencamp"
"6n3TTv12yYErhIaMiL7Fwn","The Greatest Of Pleasure","Pleasure"
"51p1pHUMl5saGjW8T3VQ5S","The Epic Archive, Vol. 2 (1980-1983)","Cheap Trick"
"4D2BZJetwDUO5nmwWeiz1O","707","707"
"1ruMmXTfZ5PZjZdDy6GeUc","Therfu","Turley Richards"
"0lUbrr86nPGPhLyQPL9ACz","Falling in Love Again","David Gates"
"3HXGcbMeRNh6kEkwlWXIWl","AWB R&B","Average White Band"
"4cnnESaMuhrQSPfmf3PbmJ","Stones","Dan Seals"
"5BYk4FggqyVVR8CD3ikA4k","On","Off Broadway"
"1sU8u99py6xR0RhLY70vMD","Volcano","Jimmy Buffett"
"5XRmSuESYUZSa7HauZ71ts","The Fine Art Of Surfacing","The Boomtown Rats"
"6UfHHpUD6whnedHnApDtxo","Real People","CHIC"
"46r7Wa8QwlOb8UL2qAzwPN","Don't Fight It","Red Rider"
"3xFL5YdK1Uv3uXXzYC24Pf","Make It Like the First Time","Mickey Gilley"
"5Er87iJtlkoE06D3PyFzmG","Best Of Jennifer Warnes","Jennifer Warnes"
"7DVZdP0GpxvEfqL9DxTtB2","Ready An' Willing","Whitesnake"
"0nhMUUe0BUwd8YBj7aLkot","The Year 2000","The O'Jays"
"6A4hlr1HDBme2Bpw0BqMhQ","Snakes and Ladders","Gerry Rafferty"
"0APCdzWr52dPlKjY4MDqSN","Heroes","Commodores"
"6okjmSHH71HqgIWVzWdJhU","A Room With A View","Player"
"6qwOcN9wZgVF0bishcfFsh","Give Me the Night","George Benson"
"1nygJtnTqtNL4m7aqHVY88","Gamma 1","Gamma"
"0zxNyboTeS8TpOOOBjwVoO","TP (Expanded Edition)","Teddy Pendergrass"
"63nBwTv2JAdffeLEJbZ0xU","Crash And Burn","Pat Travers Band"
"3sWJWHRCi07Hbk35H046ST","Bad Luck Streak in Dancing School","Warren Zevon"
"58FQ3YXjPwbWsPqK9GSxKx","Barnet Dogs","Russ Ballard"
"6x3mttp1a5pLHj8rDDSEbT","Go to Heaven","Grateful Dead"
"2qWUUYU1ooPtXmxrXK3txo","Greatest Hair Metal Valentines","Humble Pie"
"0Jb4eWvIA4J5ki8ZVaNKd0","Chicago XIV (Expanded & Remastered)","Chicago"
"3w0BIqN0uMoOT2l2ppKuXx","You Can Tune a Piano, But You Can't Tuna Fish","REO Speedwagon"
"1SMBOCE8CFqxr2EB92Asqh","Mouth To Mouth","Lipps Inc."
"6w3bpZL1a64h5xtHdd1xwk","The Glow","Bonnie Raitt"
"1jVsOnXYNXK7BzNDVx7lKI","Reach For The Sky","Allman Brothers Band"
"2bcyAp5VCrj4w5XBiWK74q","The Dance Of Life","Narada Michael Walden"
"1sDipjKaxg5IxSlUE18pKy","Survivor","Survivor"
"0k7j7eQDMhBNGomw9sx5wl","Forever","Mike Pinera"
"3wtgrWvb6rP8EaUT185SMN","Shot Through The Heart","Jennifer Warnes"
"06ulVhfVh0oPCNyaLcVage","Sold Out / Heavy Mental","The Fools"
"3ApTA3Xy0S1wevdivXAT0l","Touch","Touch"
"6rjpdAmxKMBYkQq8oW4f2G","The Very Best Of The Village People","Village People"
"2g5Tf538NLHnAKLQhHyVZL","Shooting Stars (Remastered & Expanded)","Dollar"
"6brPlzSCD2ucBdhqmasvdf","Knock On Wood: The Anthology","Amii Stewart"
"1rW3xNyDRIH4UH76b3DtQX","Yellow Magic Orchestra USA","YELLOW MAGIC ORCHESTRA"
"1K4t7Jv7DuolDWnFLxKxkd","Wild Planet","The B-52's"
"4pIYJsJ8GkYWM1rvqy45ug","Greatest Hits","Blondie"
"2rdWs10xcdqVita74H1h8u","The Legendary Henry Stone Presents: David Hudson, featuring Honey Honey, I Got What You Want","David Hudson"
"5Be2SD7NA17AVhzq3elNVX","One-Trick Pony","Paul Simon"
"5TzcprIvAUtTjOFcKunGMy","Love Somebody Today","Sister Sledge"
"1N6b3L9m1eJjJZMhuSVYBb","No Ballads","The Rockets"
"1CAhIACSyZFnkFLNmjdfLK","Shooting Star (Remastered)","Shooting Star"
"4DN3DenoWmadGEayQw2tDp","Light Up The Night","The Brothers Johnson"
"3M1grbDjhPLqm9tGjVnlxe","Evita","The Festival"
"3ErkjinSqOaqr8TqQUjFOK","In It for Love","England Dan & John Ford Coley"
"14FFrm5CyyDNHw8V1INCjK","Solo Flytes","Rossington Collins Band"
"0j6BUfyDEFpuR54LTpO57K","Bounce, Rock, Skate, Roll (Remastered)","Vaughan Mason and Crew"
"58DLipBR5HUqs2xWod6XC9","Airport - The Motors Greatest Hits","The Motors"
"28ODQXqmuY4hDbOum7eEfH","Half Moon Silver","Hôtel"
"0OL8K0z2G0wVrKB8ZJy3ZC","Restless Nights","Karla Bonoff"
"3WENzoa4OlHZ67dhvz3vd3","Switch II","Switch"
"19MVMst4XtFfzLy0z2aKUF","Night In The Ruts","Aerosmith"
"6TGyHFvMMeLaKWPYTcRQU4","September Morn","Neil Diamond"
"3QSHrRiQHhfeczFq8Z3lIw","Catching the Sun","Spyro Gyra"
"2rrqWHFvEYy3O1k6jR9NbW","Out Of Your Mind","Joe Sun"
"5TVuk5Ww3BW5ieUbo8n2RC","Loveline","Eddie Rabbitt"
"0oMzsyuUNw1ZVoNfgoe6aQ","Anthology 2","The Babys"
"3TYS9DPC8zo44UCO3RdGwD","Greatest Hits","The Tourists"
"1sU8u99py6xR0RhLY70vMD","Volcano","Jimmy Buffett"
"4Mlmmnf6NMZBHOTz4sRLeX","Many Years Ago: The Complete Robin Lane & The Chartbusters Album Collection","Robin Lane & The Chartbusters"
"1GidLowidmslIQjFCUZAuN","Terraform","Randy VanWarmer"
"3HQWMTBl35Yc9G67IdHoNA","Two ""B's"" Please","The Robbin Thompson Band"
"3dUYPJbjQ6E6UervN02dEM","Heart and Souls","Frank Stallone"
"3A83m6wd2kfgUMPm8bEYk4","Paul Davis (1980)","Paul Davis"
"4v2LBNCuDIyPIZdxQCzep2","Rock & Roll Enforcers","Silencers"
"53fNq8N0v5K2E7S789DqWi","Best Of Friends","Twennynine"
"1y7wSbPgFFeLxbpf5v5CIY","Zapp","Zapp"
"0ptfSwqXv2Jm93lXyY2bXD","Sit Down and Talk to Me","Lou Rawls"
"1qPdwK9Ew939DdtkACLMvD","Flesh And Blood","Roxy Music"
"1ectFv1tmyKYGBTp6DPmOV","Legendary Heroes","Allan Clarke"
"17Qybbj3HAA5vI7eiUpqJl","Tight Shoes","Foghat"
"3sT09KMUA39aQYCofvoA1j","One In A Million You","Larry Graham"
"1hBb3CO8tJYgElXGvrA8Vj","Love Stinks","The J. Geils Band"
"0dUoymeK7u83IEJ428jeKy","Ray Kennedy (Expanded Edition)","Ray Kennedy"
"03F30JQv0SaKKOVNl4bmwt","Harder . . . Faster","April Wine"
"0LoGOhAPSYlkjCj1PwShNl","Old Crest On A New Wave","Dave Mason"
"37m7nAtaIffnaWayNiUoCW","Tenth","The Marshall Tucker Band"
"7soN64t2qWYk1Bu9BYDI7c","Adventures in the Land of Music","Dynasty"
"1ZcUKK3nnmuYVGEUBxXSXt","Kurtis Blow","Kurtis Blow"
"2WGzXMW0t9Zo7raTRUYDzB","Keepin' The Summer Alive (Remastered)","The Beach Boys"
"4xKPMSSynMM7hSqB5sXjCV","Great Gonzos! The Best Of Ted Nugent","Ted Nugent"
"0ruT9b6aqWA9Utyyy0fDtB","The Kingbees","The Kingbees"
"1lGoJVoBQkc9AJ12cYbVAK","Live From Austin, TX","Tony Joe White"
"1OdN1whr7sYVFCwGRO8oUR","Smokey And The Bandit 2 (Original Motion Picture Soundtrack)","Burt Reynolds"
"6X0NvVNRyFS0ftLAMioNmZ","Together? (Original Soundtrack Recording)","Jackie DeShannon"
"7xUfsKAIYOOKzjcZ6FMnbX","Heaven Above Me","Frankie Valli"
"56kLA4wJImY7uTGmDKVKmV","John Cougar","John Mellencamp"
"0P7d8Q1oSVDhrpUkJLwbNn","The Very Baddest of... ZZ Top","ZZ Top"
"7lJUFD2RHLw2MXKHrrKf9r","Adventures In Utopia","Utopia"
"0iz5EuAi5uGviUHzbUOTBp","Tonight You're Mine","Eric Carmen"
"4blpI4NXM4lfbCHGnp0U8u","Everything Is Grey","Ironhorse"
"6Y5v5tEM4ocLlmFSL91IMj","Eric Clapton's Rainbow Concert","Eric Clapton"
"3XGUnEh0naHCTXrqUfESYr","Steal the Night","Cindy Bullens"
"6kEecM19vHF53H2Fu4HqWM","Breathless","Breathless"
"3vv6d0yNu6OCQYQQfNlYcT","Progressions of Power","Triumph"
"4O5LVU9ybnzFn08pxURqxL","Dreams","Grace Slick"
"3S7pMibOeQwIN64iQoVZY2","The Part of Me That Needs You Most","Jay Black"
"4BFwQ2eRqnHJmVo3l0oCeC","Two (Expanded Edition)","G.Q."
"50IVeN4X1yybqwXc1kNGok","The Gap Band II","The Gap Band"
"6fXm4HqvSqxh6jsiU5f505","The Legacy Of Phyllis Hyman","Phyllis Hyman"
"5TzcprIvAUtTjOFcKunGMy","Love Somebody Today","Sister Sledge"
"15nU4yLc0uS23JrG2TyM4q","Spirit Of Love","Con Funk Shun"
"2myey2664YObEQ2hs2YJeE","Masterjam","Rufus & Chaka Khan"
"6sVMfY88I8a7xkmSaXCruy","Love Is Fair","Barbara Mandrell"
"6wMCS84QUyhS0v7C2gYObc","Skyway","Skyy"
"0aPBiBzWjUFmreJS2AlFtE","Witch Doctor","Instant Funk"
"1pn4ocPNjqhiugDVFNFrSR","Clues (Expanded Edition)","Robert Palmer"
"5aY7j8FtsBcTnD7G1vSGHt","Dream Come True","Earl Klugh"
"7AWItpp4bk6lA1wFtcfWRj","On Through The Night","Def Leppard"
"4DTDui9VdOwPXkNjh5LejY","The Motels","The Motels"
"01GQXksOG1t76AfBDNCe1c","One Day At A Time Vol 1 & 2","Cristy Lane"
"20QZhq4zGKbXj6dnjotRJS","You Can Get Crazy","The Bellamy Brothers"
"3Lb855FVOVP2p4h9tpEwKg","Portrait","Don Williams"
"7B0UmyvEgRMfLGgCOmtsER","Special Delivery","Dottie West"
"4AKEZZ8hdjYl8i5IiQMyaC","The Oak Ridge Boys Have Arrived","The Oak Ridge Boys"
"5p8aFRwNLks9eUYjlgrzQq","What Goes Around Comes Around (USSM10904119)","Waylon Jennings"
"2LSEEOLu3PSt0T30n0Vg9O","Roses in the Snow (Deluxe Edition)","Emmylou Harris"
"6ahnIVl7o1IfC6GEOWgafD","Friday Night Blues","John Conlee"
"4eoO8CKZTuLmTitjkPOpIY","Just For The Record","Barbara Mandrell"
"7KpkTslgZ7zPWSQ1rb6Nga","There's a Little Bit of Hank In Me","Charley Pride"
"7KpkTslgZ7zPWSQ1rb6Nga","There's a Little Bit of Hank In Me","Charley Pride"
"4Mi8aFVbfE25ExCnG99af2","Sons Of The Sun","The Bellamy Brothers"
"2hb9Bs2bIVgMAiSQ6JtSE2","These Days","Crystal Gayle"
"79mbvKfi98UWcUnZvLnAID","Habits Old And New","Hank Williams, Jr."
"1zdDoTRBMsZNywgmlin186","Dolly Dolly Dolly","Dolly Parton"
"2M3di3rjFjvlJL4k7IzFkY","The Definitive Collection","The Statler Brothers"
"1KGJvJwBNbDpMW29QdW7qg","Just A Touch Of Love","Slave"
"3QEAp1Cp3DQq6QcQD90arq","Funkin' For Jamaica","Tom Browne"
"0j711DtV8bOSMZRCbphtPC","Prince","Prince"
"4eK7j8ZSR9AGn3mR8WGqtr","Love Sensation","Loleatta Holloway"
"1iDWuh9X7uiTi99GqYw2kg","Angel Of The Night","Angela Bofill"
"4OLsnJQPTX0S6lODXw1MqC","Fear of Music","Talking Heads"
"5AN8aqTrcuMZO7rpD9U2yF","Orchestral Manoeuvres In The Dark (Remastered 2003)","Orchestral Manoeuvres In The Dark"
"1T7A6Dt7KktX7pOw4I4Jzj","Seventeen Seconds (Deluxe Edition)","The Cure"
"3nRP83YnVmP4TTyEzieq2H","Travelogue","The Human League"
"4OLsnJQPTX0S6lODXw1MqC","Fear of Music","Talking Heads"
"0u0CJa9zwFbGSU8JWQYS5G","Love Will Tear Us Apart","Joy Division"
"3rxF05Aux0QTrN533Kjc91","Ace of Spades (Expanded Edition)","Motörhead"
"7K9yFICwkkkY5e0KaHuAvf","Mistress","Mistress"
"4GQmfMtt1JhIQLK3L6p5lo","Setting Sons (Super Deluxe)","The Jam"
"1Wk2g7TV0adbUZ53ruvIdL","Heaven and Hell (2008 Remaster)","Black Sabbath"
"4AZArreHFJ5m8mo1SZT3Iv","End of the Century (Expanded 2005 Remaster)","Ramones"
"0wPapw2OnSgmpg8G1DpZtI","Big Fun","Shalamar"
"3AQgdwMNCiN7awXch5fAaG","Remain in Light (Deluxe Version)","Talking Heads"
"3AQgdwMNCiN7awXch5fAaG","Remain in Light (Deluxe Version)","Talking Heads"
"1H66ZL1ZCe908IOBC9zqEw","Hot Box","Fatback Band"
"1H66ZL1ZCe908IOBC9zqEw","Hot Box","Fatback Band"
"1tINec0tqqLA63vxQUCgYS","Broken English (Deluxe Edition)","Marianne Faithfull"
"38tXOrjXUUfQWWV2DRwMio","Blondes Have More Fun","Rod Stewart"
"1F0umQ1PItuGiP8uJDdFoX","Love Tracks","Gloria Gaynor"
"3kdp1PnxkKlshMP3qG2CUG","Cruisin'","Village People"
"5iGr1ahzViyPqmOUxSzYWo","Ring My Bell","Anita Ward"
"5n9dcCzWXYSZqAFCE64Vl0","New York, London, Paris, Munich","M / Robin Scott"
"0yoPn5qKwBRkR79QE9mXZB","Makin' It (Re-Recorded) - Single","David Naughton"
"1aKaiiPUuycMQa4ugZXArH","Energy (Expanded Edition)","The Pointer Sisters"
"7HY0aAzDNhAqmFHATtABPY","Rise","Herb Alpert"
"3Jhtxnrjbk5oxleA3oafAy","The Chic Organization 1977-1979 (2018 Remaster)","CHIC"
"4JpntKV9S08fzohdRL8aAK","Duets","Barbra Streisand"
"1FClVnvkp1RzPLjRDuALzM","Lead Me On","Maxine Nightingale"
"7pMVCMwGykuEu9rzTHxLCm","Michael Jackson's This Is It","Michael Jackson"
"08BUOmAF8JwaU4Nnsizswy","Midnight Magic","Commodores"
"0fw2TUCTz9nP7Ef2plUUHR","Don't Cry Out Loud","Melissa Manchester"
"1zcm3UvHNHpseYOUfd0pna","Breakfast In America (Deluxe Edition)","Supertramp"
"4SpkNYHb0pnT9n6gEqkSvM","Warmer","Randy VanWarmer"
"4vbiEU3GAuEdeJZTZTfv7F","A Collection Greatest Hits...And More","Barbra Streisand"
"0EXubpxzIR0IoPJCCvJNDZ","The Complete Thom Bell Sessions","Elton John"
"2ga0vPHTWrsES8MMt9gEBq","Greatest Hits","Styx"
"3IL8dGw6kKDw514Zk3vtTf","KC & the Sunshine Band: 25th Anniversary Collection","KC & The Sunshine Band"
"2TNGyJVlzMUsD5mry6qsw2","Summer: The Original Hits","Donna Summer"
"2Ym6tiJht0CqqPTOEhlatf","Music Box Dancer","Frank Mills"
"211gVLmc36aeE66qEHqN0a","Million Mile Reflections","The Charlie Daniels Band"
"6XVtOn2VZuOH7PlbRZzOae","Airdream Believer","John Stewart"
"2MdCe2CS9EcdJ9V20TKzxo","Every 1's a Winner","Hot Chocolate"
"4pBJRxtR5TQe8hfsUgZ1r2","What You Won't Do for Love","Bobby Caldwell"
"1NbNjch8MgBHxmRwm0OFhg","Kiss: Ace Frehley","Ace Frehley"
"4dKdxly4ji1vfl7sEYuqBe","Dire Straits","Dire Straits"
"0ccoup8J5qvnANkKtERuDd","Rickie Lee Jones","Rickie Lee Jones"
"49y7YFLvKz54gVZZzHbAzs","McFadden & Whitehead","McFadden & Whitehead"
"059jmsqbxhu2n78LMS0H3P","Cheryl Lynn (Expanded Edition)","Cheryl Lynn"
"0kVK9lFFTzhnEb4ETElbCD","Born to Be Alive (The Original)","Patrick Hernandez"
"2JcwQwy2KY3CEIzHUC30wG","Radio Hits Of the '70s","JD Souther"
"69zkoz8Z0ImNrRF4DkfMZK","Stealin' Home","Iain Matthews"
"5moFY0K48zOBW37SsThYL0","Time Passages","Al Stewart"
"6n44QMNdMbVuBZmS1e5TSN","Radio Dreams","Roger Voudouris"
"5CyhDBUqDk2XMptRFsj7c2","Life Beyond L.A.","Ambrosia"
"5ZsIng5dRn5FT7TKhx4eqX","Sooner or Later","Rex Smith"
"7FFpqmbQxj3u4Q7aLGNox0","From the Inside","Alice Cooper"
"3DK4X9EekTvWGSDNQPceGr","Head First","The Babys"
"6gWR2IPhIu1FwtTPuRUrNF","Instant Funk","Instant Funk"
"1vhib5WLHRVdOpRjiTHk15","Stranger In Town","Bob Seger"
"3fD57Nvw9RhDYC0d6tDHiw","The Very Best","Nigel Olsson"
"7jqe6yQ9qtHqahli8WSYH4","The Boss (Expanded Edition)","Diana Ross"
"08BUOmAF8JwaU4Nnsizswy","Midnight Magic","Commodores"
"4umDRFICekImYxttpSLbaq","Elan","Firefall"
"7c8NVsxXciWMbAMN51GKim","Labour of Lust","Nick Lowe"
"4QxTqE61k5TxiY2hDySRQE","Rock Groove","The Blues Brothers"
"0XXuKabaVBTfsWOyudjzCK","A Best Of","Sniff 'n' The Tears"
"5tDNEIu0ArD0aiMOaQC9X2","Backtrack 1980-1994","Chris Thompson"
"2uYCIydj9cxsIn7HuOnAQt","Greatest Hits","Maureen McGovern"
"1N0mcHButbz4WGPRpPgBey","Hot Streets (Expanded & Remastered)","Chicago"
"5dbuzV1Dvj6xEXjrNFQ6mT","Love Takes Time 10 Authorized Hits by Orleans","Orleans"
"4PFvfGaWWVc1dLeLMjmVnX","Night","Night"
"67L1PY7yQbOfAwNf3sqQ8H","Bell & James","Bell & James"
"5Er87iJtlkoE06D3PyFzmG","Best Of Jennifer Warnes","Jennifer Warnes"
"1zcm3UvHNHpseYOUfd0pna","Breakfast In America (Deluxe Edition)","Supertramp"
"2RzC4XsjXDQ4Gnex4Tv1ao","Super Mann","Herbie Mann"
"5LEZHIvSR7NRc9J4ojDUwU","George Harrison","George Harrison"
"1IeD0OEGylhB6pWsyEtNm0","Where I Should Be","Peter Frampton"
"36xBZHKGsbSbWNZkSy6TH1","Come to Me","France Joli"
"6Bt6KjNfoCp6UbYVFGH4FH","Look Sharp!","Joe Jackson"
"6Xs4APmiDQ4IpqOqzKv0Yh","Night Owl","Gerry Rafferty"
"39jsLMRmrTpfdq2vE4TCUe","More Songs About Buildings and Food","Talking Heads"
"1DxnK2IpTzpxiDWLZ1xNdK","Dialogue","Michael Johnson"
"2fENtI9jTNilH2Iu9CndJb","Chanson (Expanded)","Chanson"
"2bqkswHBs3V99xtCU3t14T","Morning Dance","Spyro Gyra"
"51WwM7klXE55GokB1Zoehp","The Essential Dan Fogelberg","Dan Fogelberg"
"4M87b5GnN2xJdClnkL8rU8","Hot Numbers","Foxy"
"2W6gjkWTnXGRwQIA9lZfcI","Summer Holiday","Ian Gomm"
"3oUneQkVtPwvJJ9Np8jB2X","Best Of Livingston Taylor 20th Century Masters The Millennium Collection","Livingston Taylor"
"5PtoOFMOdtuLfuiC4rRram","Moods","Barbara Mandrell"
"4ZvwQ3q7lCNxQ74An4lpUd","Tycoon","Tycoon"
"6Xs4APmiDQ4IpqOqzKv0Yh","Night Owl","Gerry Rafferty"
"6rZ5ZREEbF43M67P2yV6Sx","Life For The Taking","Eddie Money"
"3zMRSD0zUqopFPaoER2ODc","Back To The Egg","Wings"
"4ufmoUiQbFCyWUM5OVtdsm","You Don't Bring Me Flowers","Neil Diamond"
"6nugwf8R0ojxx14K82SbBd","Midnight Express (Original Motion Picture Soundtrack)","Giorgio Moroder"
"32BaRpNzyXS35DEtKVTGBt","Lauren Wood","Lauren Wood"
"4nphFPujtiSkWJhL0zXzub","Bustin' Loose","Chuck Brown and the Soul Searchers"
"1dd5mnwhZSS4nekuCshdvl","Brenda Russell","Brenda Russell"
"6961ridComP5mLm8VZGcyj","Gonzalez - Our Only Weapon is Our Music","Gonzalez"
"5X3rA8To5GDOeIWdQyMEcE","Jazz","Queen"
"5X3rA8To5GDOeIWdQyMEcE","Jazz","Queen"
"5Sz1bqJjomhw7VjGdgcCzM","Rockets (Turn Up The Radio)","The Rockets"
"4aYsq7sHYon9fInMOboyfK","Worlds Away","Pablo Cruise"
"1cBoa50AcpXUyWOlOzLDGR","Which One's Willie?","Wet Willie"
"1bE0nmoVmxM6gq1tBGfcEa","Just a Game","Triumph"
"7fNCStUd7WYRLavfWfsuno","Greatest Hits Volume 2","James Taylor"
"1vhib5WLHRVdOpRjiTHk15","Stranger In Town","Bob Seger"
"2pyaVYxtTPzzqN4fIu4UbZ","McGuinn, Clark & Hillman","McGuinn, Clark & Hillman"
"3JhsZCoVb0TjfixNnbKVOv","Real Life Ain't This Way","Jay Ferguson"
"6dPoNt2149PjWJxQBssKr9","Ready To Roll","Thelma Houston"
"7Fztl07Vtpt1rxFYoHeZji","Rose Royce III: Strikes Again!","Rose Royce"
"2bOtJ98rro2Dv66cEZ4H6M","April Wine: Greatest Hits","April Wine"
"5k4z33VjpVmkOB18IgOD8E","Slow Train Coming","Bob Dylan"
"6XVtOn2VZuOH7PlbRZzOae","Airdream Believer","John Stewart"
"3mo0QtISVowz2Hf3nsXszB","Escape From Domination","Moon Martin"
"5moFY0K48zOBW37SsThYL0","Time Passages","Al Stewart"
"38tXOrjXUUfQWWV2DRwMio","Blondes Have More Fun","Rod Stewart"
"7f6sMaHpSYlzu7ZoqRCT59","The Best Of","Herman Brood & His Wild Romance"
"3zMRSD0zUqopFPaoER2ODc","Back To The Egg","Wings"
"3PJsEzItWHsuyzC9waRToY","Sanctuary.","The J. Geils Band"
"1aKaiiPUuycMQa4ugZXArH","Energy (Expanded Edition)","The Pointer Sisters"
"56GUb1eplzyqk2gcy9dviI","Street Life","The Crusaders"
"0deJgBEQc6s9ljcW2My2uV","Stay Free","Ashford & Simpson"
"6MlglzxBetAjx7yZNAQt3D","Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)","Jimmy Buffett"
"2B20VLfuSgr6Ad6c4zJtec","Want You Tonight","Pablo Cruise"
"0oDldtN1DXlRFL0zNfc1ux","The Muppet Movie (Original Motion Picture Soundtrack)","Kermit"
"3GDpr4chsJQGncS858SLSQ","Enlightened Rogues","Allman Brothers Band"
"3fD57Nvw9RhDYC0d6tDHiw","The Very Best","Nigel Olsson"
