album_id,genre
0qGdc7fNq9RNIPEzZufa43,hip hop
1nAQbHeOWTfQzbOoFrvndW,pop
5LuoozUhs2pl3glZeAJl89,hip hop
3SpBlxme9WbeQdI9kx7KAV,hip hop
00wSTrFxoSzA7eeS1UxHgd,
0kHRftVXaiRHgQdtviml0G,
7bPIbMw7lgncHBoFfzjQRj,
1Q5WON8dw2JFLP5JVQXu1e,pop
0sOeI7pbAmIc8aDFyvkBUW,country
0KjckH1EE6HRRurMIXSc0r,trap
6AORtDjduMM3bupSWzbTSG,folk pop
0VXbDPN8qoDpUm9CaTP1X7,
25TJxI6ZH6XjT8geRQAFz5,country
2VUhkRrg5dEJIGewOBOc7J,contemporary r&b
5kE2OAuUYGBqqzscqgBXXf,hip hop
6bCs4XCCkm9cTwlswlu0VD,afrobeat
0vlxtyaep2FkkVidYC49PA,
4Iqfx63CZhFGGIHiAvLxXY,country pop
66JuK41D3LpkbX3HCTGcQk,electronic dance music
7L8IHgiomfEpxOm61vgPTm,country
5dGWwsZ9iB2Xc3UKR0gif2,pop
2qJw6w5XwQO0PQlSWPu7Tw,rock
1MmVkhiwTH0BkNOU3nw5d3,pop
5LuoozUhs2pl3glZeAJl89,hip hop
4WyhB7bn1Dy3w7GBWUAO1a,country
1a7BlXLCqjTxQh6X8L9JBL,contemporary r&b
6B26OzQRObxAp1tbf8jeTq,trap
1eVrpJbHRLBbioB9sb5b94,hip hop
26c7MmQ4w8EAvVLb4jilaM,dance-pop
5dGWwsZ9iB2Xc3UKR0gif2,pop
6YrjntJ31UFi5cojvkWDsp,
5ffogo3K3fYibGWa93IzUe,trap
0KjckH1EE6HRRurMIXSc0r,trap
61ulfFSmmxMhc2wCdmdMkN,hip hop
2xMpbBZGVWtjkoaMZKhkyO,pop
3W2BTPUHJX51hweWPNRenv,country pop
4F3rUFQcKJm6b1BsJRwAbf,country
1FNBevfbKAzZsgI2RpkkQQ,
6VSOIs13DaSG2IPilNviX5,reggaeton
5WvmRAsjmB3uPLoFeCioC5,
4MJPulC5XmELvmbrs1XHC9,country
3SpBlxme9WbeQdI9kx7KAV,hip hop
74vajFwEwXJ61OW1DKSPEa,pop
0BYiDyfOOhzFrX9ENunvbk,country
6DmXKM13nNgIIby2FdK0f8,synthwave
4t3Ur7xbLyt0ybULu8jJMH,pop
4MRgsu0MBuBHzMhTLBgnNz,country
34wa3zf2prXFMk47t9zHFG,
6K7559pAYrNCJwsv1uIIK7,
0JGOiO34nwfUdDrD612dOp,pop
5UgaQfAOaOdfLxFClw8EWa,country
2WBvIseHSAwsPP4YbNgZXR,country
1c3r8BaN2TcWKdFw3va4dX,
7q5xGp0tEnJ8s1ZumqiRSk,contemporary r&b
5XZ317tmx2xF9ikD4nKusw,
2Nt6MDJXfoxQ22tIQgWXIh,reggaeton
4yP0hdKOZPNshxUOjY0cZj,contemporary r&b
4g1ZRSobMefqF6nelkgibi,hip hop
52u4anZbHd6UInnmHRFzba,hip hop
5lKlFlReHOLShQKyRv6AL9,dark pop
623PL2MBg50Br5dLXC9E9e,trap
7xV2TzoaVc0ycW7fwBwAml,pop rock
4bNPOFOzxGhF5jhfIK6lit,hip hop
1pCA38N6MkLlthXtAOvZTU,pop
3XpxioqzCTiqOSuHTXuaGf,country
2wiPF3m0ylst0JSk1IvZL8,pop
1MmVkhiwTH0BkNOU3nw5d3,pop
4Iqfx63CZhFGGIHiAvLxXY,country pop
5g2INX6dnMIJG0xKygXwF3,hip hop
1AZjTOqvw2ZogWZxnDlhEN,
0KjckH1EE6HRRurMIXSc0r,trap
6HJDrXs0hpebaRFKA1sF90,contemporary r&b
63iWSELt9V1kV6RSMxN7Ii,pop
4i3rAwPw7Ln2YrKDusaWyT,pop
3GqSdhWjmMypMwPLtzoFYs,
7xV2TzoaVc0ycW7fwBwAml,pop rock
2wiPF3m0ylst0JSk1IvZL8,pop
5w1ZUSCUiYue1B796N9w61,
7L8IHgiomfEpxOm61vgPTm,country
2ogiazbrNEx0kQHGl5ZBTQ,dirty rap
2WrNHOba5u6P9S9xEboaUy,contemporary r&b
4UxlLk460BnmQlRV3WiORh,contemporary r&b
2a1AHCq835BXUcX1aTTWqQ,hip hop
4yP0hdKOZPNshxUOjY0cZj,synthwave
1NsTSXjVNE7XmZ8PmyW0wl,trap
3YPFaTR7WMi1Hd4NVKdCJx,dance-pop
2KJjOBX280F3hZZE1xO33O,pop
6OQ9gBfg5EXeNAEwGSs6jK,contemporary r&b
5lKlFlReHOLShQKyRv6AL9,dark pop
6WKNoni6aDzCTUN1CtJJ5R,country
1XMw3pBrYeXzNXZXc84DNw,
3okhA6w5uau6ZNhnVpwVww,contemporary r&b
3Vsbl0diFGw8HNSjG8ue9m,pop
6nYfHQnvkvOTNHnOhDT3sr,pop
7fZKtzZAsfH0kzeTivu5TG,contemporary r&b
52u4anZbHd6UInnmHRFzba,hip hop
0qGdc7fNq9RNIPEzZufa43,trap
5GAvwptqr4r63i8lZWrL58,hip hop
2p9gK2BcdrloHNJwarc9gc,
0xzScN8P3hQAz3BT3YYX5w,pop
2uDTi1PlpSpvAv7IRAoAEU,hip hop
0S0KGZnfBGSIssfF54WSJh,pop
270o30h7cAlEhBnbuSpFZq,
05c49JgPmL4Uz2ZeqRx5SP,pop
