album_id,album_name,label,external_link,album_image,artist_name,genre
26c7MmQ4w8EAvVLb4jilaM,Heaven & Hell,Atlantic Records,https://open.spotify.com/album/26c7MmQ4w8EAvVLb4jilaM,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,Ava Max,dance-pop
5dGWwsZ9iB2Xc3UKR0gif2,Justice,RBMG/Def Jam,https://open.spotify.com/album/5dGWwsZ9iB2Xc3UKR0gif2,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,Justin Bieber,pop
6YrjntJ31UFi5cojvkWDsp,Melodic Therapy 4 The Broken,Capitol Records,https://open.spotify.com/album/6YrjntJ31UFi5cojvkWDsp,https://i.scdn.co/image/ab67616d0000b273ccf84951eeff4381828d428d,Mooski,hip hop
5ffogo3K3fYibGWa93IzUe,A Gangsta’s Pain,CMG/N-Less/Interscope Records,https://open.spotify.com/album/5ffogo3K3fYibGWa93IzUe,https://i.scdn.co/image/ab67616d0000b273b9ba23c2a9edf6f4b7e48bed,Moneybagg Yo,trap
0KjckH1EE6HRRurMIXSc0r,Good News,300 Entertainment,https://open.spotify.com/album/0KjckH1EE6HRRurMIXSc0r,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,Megan Thee Stallion,hip hop
61ulfFSmmxMhc2wCdmdMkN,Merry Christmas,Columbia,https://open.spotify.com/album/61ulfFSmmxMhc2wCdmdMkN,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,Mariah Carey,contemporary r&b
2xMpbBZGVWtjkoaMZKhkyO,Trendsetter,Republic Records,https://open.spotify.com/album/2xMpbBZGVWtjkoaMZKhkyO,https://i.scdn.co/image/ab67616d0000b273e560b9b95757614fba6afd3f,Coi Leray,hip hop
3W2BTPUHJX51hweWPNRenv,Country Again (Side A),The Valory Music Co.,https://open.spotify.com/album/3W2BTPUHJX51hweWPNRenv,https://i.scdn.co/image/ab67616d0000b273bcd424e2d975ee2e79820ccf,Thomas Rhett,country pop
4F3rUFQcKJm6b1BsJRwAbf,THE SPEED OF NOW Part 1,Keith Urban LP11,https://open.spotify.com/album/4F3rUFQcKJm6b1BsJRwAbf,https://i.scdn.co/image/ab67616d0000b27320e1f9d26567e0fbb562a6a5,Keith Urban,country
1FNBevfbKAzZsgI2RpkkQQ,Small Town Boy,"Universal Music, a division of Universal International Music BV",https://open.spotify.com/album/1FNBevfbKAzZsgI2RpkkQQ,https://i.scdn.co/image/ab67616d0000b2731b55c3257d316d184d641800,Duncan Laurence,pop
6VSOIs13DaSG2IPilNviX5,Yonaguni,Rimas Entertainment LLC,https://open.spotify.com/album/6VSOIs13DaSG2IPilNviX5,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,Bad Bunny,reggaeton
5WvmRAsjmB3uPLoFeCioC5,GOOD TIME,RCA Records Label Nashville,https://open.spotify.com/album/5WvmRAsjmB3uPLoFeCioC5,https://i.scdn.co/image/ab67616d0000b2736293c2d1a9bf6a1b5baf5eca,Niko Moon,country
4MJPulC5XmELvmbrs1XHC9,MACON,Broken Bow Records,https://open.spotify.com/album/4MJPulC5XmELvmbrs1XHC9,https://i.scdn.co/image/ab67616d0000b2737c0396af8cafedbc42e1a122,Jason Aldean,country
3SpBlxme9WbeQdI9kx7KAV,Certified Lover Boy,OVO,https://open.spotify.com/album/3SpBlxme9WbeQdI9kx7KAV,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,Drake,hip hop
74vajFwEwXJ61OW1DKSPEa,Positions (Deluxe),Republic Records,https://open.spotify.com/album/74vajFwEwXJ61OW1DKSPEa,https://i.scdn.co/image/ab67616d0000b2739508fb7ca2eedc0d98b9139f,Ariana Grande,contemporary r&b
0BYiDyfOOhzFrX9ENunvbk,For You,Stoney Creek Records,https://open.spotify.com/album/0BYiDyfOOhzFrX9ENunvbk,https://i.scdn.co/image/ab67616d0000b273939ca581598e75a3d2491371,Parmalee,country
6DmXKM13nNgIIby2FdK0f8,Take My Breath,XO / Republic Records,https://open.spotify.com/album/6DmXKM13nNgIIby2FdK0f8,https://i.scdn.co/image/ab67616d0000b2733c041e53cb5c38b6de03e758,The Weeknd,synthwave
4t3Ur7xbLyt0ybULu8jJMH,We're Good,Warner Records,https://open.spotify.com/album/4t3Ur7xbLyt0ybULu8jJMH,https://i.scdn.co/image/ab67616d0000b2735d6741e869c0a1731141f487,Dua Lipa,pop
4MRgsu0MBuBHzMhTLBgnNz,Soul,EMI Music Nashville (ERN),https://open.spotify.com/album/4MRgsu0MBuBHzMhTLBgnNz,https://i.scdn.co/image/ab67616d0000b2732ca9baed899738a0c79b2e69,Eric Church,country
34wa3zf2prXFMk47t9zHFG,Merry Christmas From Brenda Lee,MCA Nashville,https://open.spotify.com/album/34wa3zf2prXFMk47t9zHFG,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,Brenda Lee,pop
6K7559pAYrNCJwsv1uIIK7,Put Your Records On,Columbia,https://open.spotify.com/album/6K7559pAYrNCJwsv1uIIK7,https://i.scdn.co/image/ab67616d0000b273d52d8eb3be188231e120dbbd,Ritt Momney,pop
0JGOiO34nwfUdDrD612dOp,Happier Than Ever,Darkroom/Interscope Records,https://open.spotify.com/album/0JGOiO34nwfUdDrD612dOp,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,Billie Eilish,pop
5UgaQfAOaOdfLxFClw8EWa,Stereotype,Warner Music Nashville,https://open.spotify.com/album/5UgaQfAOaOdfLxFClw8EWa,https://i.scdn.co/image/ab67616d0000b27392264c5483fa95ddf7df26e0,Cole Swindell,country
2WBvIseHSAwsPP4YbNgZXR,Sayin’ What I’m Thinkin’,Broken Bow Records,https://open.spotify.com/album/2WBvIseHSAwsPP4YbNgZXR,https://i.scdn.co/image/ab67616d0000b2735b2021bffcac06621f3cfac6,Lainey Wilson,country
1c3r8BaN2TcWKdFw3va4dX,Kash Only,LVRN/Interscope Records,https://open.spotify.com/album/1c3r8BaN2TcWKdFw3va4dX,https://i.scdn.co/image/ab67616d0000b2733b2fed946d9109ceea8a6ae1,BRS Kash,southern hip hop
7q5xGp0tEnJ8s1ZumqiRSk,SoulFly,Alamo,https://open.spotify.com/album/7q5xGp0tEnJ8s1ZumqiRSk,https://i.scdn.co/image/ab67616d0000b273362c0f3c4a54d766eb7b654a,Rod Wave,contemporary r&b
5XZ317tmx2xF9ikD4nKusw,The Album,Broken Bow Records,https://open.spotify.com/album/5XZ317tmx2xF9ikD4nKusw,https://i.scdn.co/image/ab67616d0000b2730c81425c144cc9b407ed1c7a,Chase Rice,country rock
2Nt6MDJXfoxQ22tIQgWXIh,VICE VERSA,Sony Music Latin/Duars Entertainment,https://open.spotify.com/album/2Nt6MDJXfoxQ22tIQgWXIh,https://i.scdn.co/image/ab67616d0000b273d9525f27b0a9e25b1fa21230,Rauw Alejandro,reggaeton
4yP0hdKOZPNshxUOjY0cZj,After Hours,Republic Records,https://open.spotify.com/album/4yP0hdKOZPNshxUOjY0cZj,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,The Weeknd,synthwave
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,Republic Records,https://open.spotify.com/album/4g1ZRSobMefqF6nelkgibi,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,Post Malone,hip hop
52u4anZbHd6UInnmHRFzba,Please Excuse Me for Being Antisocial,Atlantic Records,https://open.spotify.com/album/52u4anZbHd6UInnmHRFzba,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,Roddy Ricch,hip hop
5lKlFlReHOLShQKyRv6AL9,Future Nostalgia,Warner Records,https://open.spotify.com/album/5lKlFlReHOLShQKyRv6AL9,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4,Dua Lipa,dark pop
623PL2MBg50Br5dLXC9E9e,BLAME IT ON BABY,South Coast Music Group/Interscope Records,https://open.spotify.com/album/623PL2MBg50Br5dLXC9E9e,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,DaBaby,trap
7xV2TzoaVc0ycW7fwBwAml,Fine Line,Columbia,https://open.spotify.com/album/7xV2TzoaVc0ycW7fwBwAml,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Harry Styles,pop rock
4bNPOFOzxGhF5jhfIK6lit,High Off Life,Epic/Freebandz,https://open.spotify.com/album/4bNPOFOzxGhF5jhfIK6lit,https://i.scdn.co/image/ab67616d0000b273935d8d5369bc55e74a39303e,Future,hip hop
1pCA38N6MkLlthXtAOvZTU,JORDI (Deluxe),Interscope Records*,https://open.spotify.com/album/1pCA38N6MkLlthXtAOvZTU,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,Maroon 5,pop
3XpxioqzCTiqOSuHTXuaGf,GIRL,Columbia Nashville,https://open.spotify.com/album/3XpxioqzCTiqOSuHTXuaGf,https://i.scdn.co/image/ab67616d0000b273f46b5e01e02ab8247be49978,Maren Morris,pop
2wiPF3m0ylst0JSk1IvZL8,Divinely Uninspired To A Hellish Extent (Extended Edition),Vertigo Berlin,https://open.spotify.com/album/2wiPF3m0ylst0JSk1IvZL8,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,Lewis Capaldi,pop
1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,Kemosabe Records/RCA Records,https://open.spotify.com/album/1MmVkhiwTH0BkNOU3nw5d3,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,Doja Cat,hip hop
4Iqfx63CZhFGGIHiAvLxXY,Goldmine,Warner Music Nashville,https://open.spotify.com/album/4Iqfx63CZhFGGIHiAvLxXY,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,Gabby Barrett,country pop
5g2INX6dnMIJG0xKygXwF3,Thats What They All Say,Generation Now/Atlantic,https://open.spotify.com/album/5g2INX6dnMIJG0xKygXwF3,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63,Jack Harlow,hip hop
1AZjTOqvw2ZogWZxnDlhEN,Welcome To The Madhouse (Deluxe),Elektra (NEK),https://open.spotify.com/album/1AZjTOqvw2ZogWZxnDlhEN,https://i.scdn.co/image/ab67616d0000b2738e8197111f9d57793a5e7eff,Tones And I,pop
0KjckH1EE6HRRurMIXSc0r,Good News,300 Entertainment,https://open.spotify.com/album/0KjckH1EE6HRRurMIXSc0r,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,Megan Thee Stallion,hip hop
6HJDrXs0hpebaRFKA1sF90,ROXANNE,Arizona Zervas,https://open.spotify.com/album/6HJDrXs0hpebaRFKA1sF90,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,Arizona Zervas,trap
63iWSELt9V1kV6RSMxN7Ii,Changes,RBMG/Def Jam,https://open.spotify.com/album/63iWSELt9V1kV6RSMxN7Ii,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,Justin Bieber,pop
4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,Darkroom/Interscope Records,https://open.spotify.com/album/4i3rAwPw7Ln2YrKDusaWyT,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,Billie Eilish,pop
3GqSdhWjmMypMwPLtzoFYs,Roses (Imanbek Remix),Columbia/B1 Recordings,https://open.spotify.com/album/3GqSdhWjmMypMwPLtzoFYs,https://i.scdn.co/image/ab67616d0000b273b340b496cb7c38d727ff40be,SAINt JHN,hip hop
7xV2TzoaVc0ycW7fwBwAml,Fine Line,Columbia,https://open.spotify.com/album/7xV2TzoaVc0ycW7fwBwAml,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Harry Styles,pop rock
2wiPF3m0ylst0JSk1IvZL8,Divinely Uninspired To A Hellish Extent (Extended Edition),Vertigo Berlin,https://open.spotify.com/album/2wiPF3m0ylst0JSk1IvZL8,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,Lewis Capaldi,pop
5w1ZUSCUiYue1B796N9w61,Nicotine,Alamo,https://open.spotify.com/album/5w1ZUSCUiYue1B796N9w61,https://i.scdn.co/image/ab67616d0000b273a2f7ab49a2b2534c14f23f56,Trevor Daniel,electropop
7L8IHgiomfEpxOm61vgPTm,Good Things,Warner Music Nashville,https://open.spotify.com/album/7L8IHgiomfEpxOm61vgPTm,https://i.scdn.co/image/ab67616d0000b2735d847661ee74db6591c4a30b,Dan + Shay,country
2ogiazbrNEx0kQHGl5ZBTQ,WAP (feat. Megan Thee Stallion),Atlantic/KSR,https://open.spotify.com/album/2ogiazbrNEx0kQHGl5ZBTQ,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,Cardi B,dirty rap
2WrNHOba5u6P9S9xEboaUy,Perfect Ten,10 Summers Records/Interscope Records,https://open.spotify.com/album/2WrNHOba5u6P9S9xEboaUy,https://i.scdn.co/image/ab67616d0000b27393b1e96fad758869d0974162,Mustard,hip hop
4UxlLk460BnmQlRV3WiORh,everything means nothing,Alamo,https://open.spotify.com/album/4UxlLk460BnmQlRV3WiORh,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d,blackbear,contemporary r&b
2a1AHCq835BXUcX1aTTWqQ,Certified Hitmaker,Mogul Vision/Interscope Records,https://open.spotify.com/album/2a1AHCq835BXUcX1aTTWqQ,https://i.scdn.co/image/ab67616d0000b2730824105a6282782aaabb0584,Lil Mosey,pop rap
4yP0hdKOZPNshxUOjY0cZj,After Hours,Republic Records,https://open.spotify.com/album/4yP0hdKOZPNshxUOjY0cZj,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,The Weeknd,synthwave
1NsTSXjVNE7XmZ8PmyW0wl,KIRK,South Coast Music Group/Interscope Records,https://open.spotify.com/album/1NsTSXjVNE7XmZ8PmyW0wl,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,DaBaby,trap
3YPFaTR7WMi1Hd4NVKdCJx,Rare,Interscope Records,https://open.spotify.com/album/3YPFaTR7WMi1Hd4NVKdCJx,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,Selena Gomez,dance-pop
2KJjOBX280F3hZZE1xO33O,Cuz I Love You (Super Deluxe),Nice Life/Atlantic,https://open.spotify.com/album/2KJjOBX280F3hZZE1xO33O,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,Lizzo,pop
6OQ9gBfg5EXeNAEwGSs6jK,Dark Lane Demo Tapes,OVO,https://open.spotify.com/album/6OQ9gBfg5EXeNAEwGSs6jK,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,Drake,contemporary r&b
5lKlFlReHOLShQKyRv6AL9,Future Nostalgia,Warner Records,https://open.spotify.com/album/5lKlFlReHOLShQKyRv6AL9,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4,Dua Lipa,dark pop
6WKNoni6aDzCTUN1CtJJ5R,If I Know Me,Morgan Wallen,https://open.spotify.com/album/6WKNoni6aDzCTUN1CtJJ5R,https://i.scdn.co/image/ab67616d0000b2731215aac0c23dd8c31f5c14c1,Morgan Wallen,country
1XMw3pBrYeXzNXZXc84DNw,Savage Love (Laxed - Siren Beat),Columbia,https://open.spotify.com/album/1XMw3pBrYeXzNXZXc84DNw,https://i.scdn.co/image/ab67616d0000b2730f619e50cfa37c94e3f8300e,Jawsh 685,
3okhA6w5uau6ZNhnVpwVww,Indigo (Extended),Chris Brown Entertainment/RCA Records,https://open.spotify.com/album/3okhA6w5uau6ZNhnVpwVww,https://i.scdn.co/image/ab67616d0000b2739a494f7d8909a6cc4ceb74ac,Chris Brown,contemporary r&b
3Vsbl0diFGw8HNSjG8ue9m,Romance,Syco Music/Epic,https://open.spotify.com/album/3Vsbl0diFGw8HNSjG8ue9m,https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3,Camila Cabello,pop
6nYfHQnvkvOTNHnOhDT3sr,BE,BIGHIT MUSIC,https://open.spotify.com/album/6nYfHQnvkvOTNHnOhDT3sr,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,BTS,pop
7fZKtzZAsfH0kzeTivu5TG,Slime & B,Chris Brown Entertainment/300 Entertainment/RCA Records,https://open.spotify.com/album/7fZKtzZAsfH0kzeTivu5TG,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,Chris Brown,contemporary r&b
52u4anZbHd6UInnmHRFzba,Please Excuse Me for Being Antisocial,Atlantic Records,https://open.spotify.com/album/52u4anZbHd6UInnmHRFzba,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,Roddy Ricch,hip hop
0qGdc7fNq9RNIPEzZufa43,Laugh Now Cry Later (feat. Lil Durk),OVO,https://open.spotify.com/album/0qGdc7fNq9RNIPEzZufa43,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef,Drake,trap
5GAvwptqr4r63i8lZWrL58,My Turn (Deluxe),Quality Control/Motown Records,https://open.spotify.com/album/5GAvwptqr4r63i8lZWrL58,https://i.scdn.co/image/ab67616d0000b273aca2750de362a4660b693411,Lil Baby,hip hop
2p9gK2BcdrloHNJwarc9gc,death bed (coffee for your head),Columbia,https://open.spotify.com/album/2p9gK2BcdrloHNJwarc9gc,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,Powfu,emo rap
0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),Island Records,https://open.spotify.com/album/0xzScN8P3hQAz3BT3YYX5w,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,Shawn Mendes,pop
2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,Cactus Jack/Epic,https://open.spotify.com/album/2uDTi1PlpSpvAv7IRAoAEU,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,Travis Scott,trap
0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Darkroom/Interscope Records,https://open.spotify.com/album/0S0KGZnfBGSIssfF54WSJh,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,Billie Eilish,electropop
270o30h7cAlEhBnbuSpFZq,El Dorado,Records/Columbia,https://open.spotify.com/album/270o30h7cAlEhBnbuSpFZq,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,24kGoldn,hip hop
05c49JgPmL4Uz2ZeqRx5SP,Chromatica,Interscope,https://open.spotify.com/album/05c49JgPmL4Uz2ZeqRx5SP,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,Lady Gaga,house
2MDU46hcBn3u94s46BOSdv,Shoot For The Stars Aim For The Moon (Deluxe),Victor Victor Worldwide,https://open.spotify.com/album/2MDU46hcBn3u94s46BOSdv,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,Pop Smoke,brooklyn drill
0uxvuY8Ek2ojzHrWTg2PDc,TRANSLATION,Epic,https://open.spotify.com/album/0uxvuY8Ek2ojzHrWTg2PDc,https://i.scdn.co/image/ab67616d0000b2735a7f21dad5c796d719650972,Black Eyed Peas,pop
7m3LlqH5j3aGBaJ6M6anIm,PTSD,Alamo,https://open.spotify.com/album/7m3LlqH5j3aGBaJ6M6anIm,https://i.scdn.co/image/ab67616d0000b273ae9b6f01afeeed8900cf8e06,Rod Wave,r&b and soul
4Kd33JPxTOcjTM29FrKoyT,Fully Loaded: God's Country,Warner Music Nashville,https://open.spotify.com/album/4Kd33JPxTOcjTM29FrKoyT,https://i.scdn.co/image/ab67616d0000b273acf99661b45380007ad598cb,Blake Shelton,country
5wg6T8bCVnRk3ToKy0yXG5,Melt (Deluxe),Photo Finish Records,https://open.spotify.com/album/5wg6T8bCVnRk3ToKy0yXG5,https://i.scdn.co/image/ab67616d0000b2732752c64f94f9b37ba08f0f22,SHAED,electropop
6n9DKpOxwifT5hOXtgLZSL,Legends Never Die,Grade A Productions/Interscope Records,https://open.spotify.com/album/6n9DKpOxwifT5hOXtgLZSL,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,Juice WRLD,hip hop
2KJjOBX280F3hZZE1xO33O,Cuz I Love You (Super Deluxe),Nice Life/Atlantic,https://open.spotify.com/album/2KJjOBX280F3hZZE1xO33O,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,Lizzo,pop
7gZ6XGlLxvy4SkSa360fUZ,Hold It Together (Deluxe),Arista Records,https://open.spotify.com/album/7gZ6XGlLxvy4SkSa360fUZ,https://i.scdn.co/image/ab67616d0000b2737a4ce05a6ebd20c4417c620e,JP Saxe,pop
5GAvwptqr4r63i8lZWrL58,My Turn (Deluxe),Quality Control/Motown Records,https://open.spotify.com/album/5GAvwptqr4r63i8lZWrL58,https://i.scdn.co/image/ab67616d0000b273aca2750de362a4660b693411,Lil Baby,hip hop
63iWSELt9V1kV6RSMxN7Ii,Changes,RBMG/Def Jam,https://open.spotify.com/album/63iWSELt9V1kV6RSMxN7Ii,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,Justin Bieber,pop
0eu2mZjF6JQTuLCu9ils6m,Old Dominion,RCA Records Label Nashville,https://open.spotify.com/album/0eu2mZjF6JQTuLCu9ils6m,https://i.scdn.co/image/ab67616d0000b2735d76d260bbb9e3e5abe08bc2,Old Dominion,country
2f0DzdU6QbWtZqSlN7s1s5,9,Broken Bow Records,https://open.spotify.com/album/2f0DzdU6QbWtZqSlN7s1s5,https://i.scdn.co/image/ab67616d0000b2732a92ca2bb7198404ca5dceca,Jason Aldean,country rock
5nX3zwIAgHttSudEHLTsAW,Where the Light Is,"Surfaces Music / TenThousand Projects, LLC",https://open.spotify.com/album/5nX3zwIAgHttSudEHLTsAW,https://i.scdn.co/image/ab67616d0000b27328fc968d1e066921c2c798fd,Surfaces,jazz
4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,Shady/Aftermath/Interscope Records,https://open.spotify.com/album/4otkd9As6YaxxEkIjXPiZ6,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,Eminem,hip hop
1btu0SV2DOI5HoFsvUd78F,Death Race For Love (Bonus Track Version),Grade A Productions/Interscope Records,https://open.spotify.com/album/1btu0SV2DOI5HoFsvUd78F,https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664,Juice WRLD,hip hop
6OrpY5LSOnkC8xbI5qOTvw,Fallin',Columbia,https://open.spotify.com/album/6OrpY5LSOnkC8xbI5qOTvw,https://i.scdn.co/image/ab67616d0000b273f1255abfe0381a9e6fedb301,StaySolidRocky,hip hop
1HixYJpe6AJWGDpEbb7ZuE,The Way It Feels,Mercury Nashville,https://open.spotify.com/album/1HixYJpe6AJWGDpEbb7ZuE,https://i.scdn.co/image/ab67616d0000b2737191312904b909cf841fdfff,Maddie & Tae,country
5kE2OAuUYGBqqzscqgBXXf,KHALED KHALED,Epic/We The Best,https://open.spotify.com/album/5kE2OAuUYGBqqzscqgBXXf,https://i.scdn.co/image/ab67616d0000b273dcd4d70294f17175991ba1bb,DJ Khaled,hip hop
61ulfFSmmxMhc2wCdmdMkN,Merry Christmas,Columbia,https://open.spotify.com/album/61ulfFSmmxMhc2wCdmdMkN,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,Mariah Carey,contemporary r&b
7zhKZcqIJkkeqrswshd15r,Hey World,Curb Records,https://open.spotify.com/album/7zhKZcqIJkkeqrswshd15r,https://i.scdn.co/image/ab67616d0000b273fc27d74c91d8fa9e528b288c,Lee Brice,country
1xRcR4iSouBrfVhuqFkPAJ,SOUTHSIDE,MCA Nashville,https://open.spotify.com/album/1xRcR4iSouBrfVhuqFkPAJ,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c,Sam Hunt,country
0wnaUYW25dVLAzk41fp1Ez,Born Here Live Here Die Here,Capitol Records Nashville,https://open.spotify.com/album/0wnaUYW25dVLAzk41fp1Ez,https://i.scdn.co/image/ab67616d0000b2734768480cf7c817b1f2d12113,Luke Bryan,country
4IRiXE5NROxknUSAUSjMoO,7,Columbia,https://open.spotify.com/album/4IRiXE5NROxknUSAUSjMoO,https://i.scdn.co/image/ab67616d0000b2736239187793c9e492e687db01,Lil Nas X,country rap
1bnHPO4dKK7IjvgrtVBcQh,So Much Fun,300 Entertainment/Atl,https://open.spotify.com/album/1bnHPO4dKK7IjvgrtVBcQh,https://i.scdn.co/image/ab67616d0000b2736fcd1b6e205d0d19d9efa0cc,Young Thug,hip hop
44gX26I9jSjyy1KXAgquPc,Carly Pearce,"Big Machine Records, LLC",https://open.spotify.com/album/44gX26I9jSjyy1KXAgquPc,https://i.scdn.co/image/ab67616d0000b2736d66467f90a58d06c5bf70e1,Carly Pearce,country
5GAvwptqr4r63i8lZWrL58,My Turn (Deluxe),Quality Control/Motown Records,https://open.spotify.com/album/5GAvwptqr4r63i8lZWrL58,https://i.scdn.co/image/ab67616d0000b273aca2750de362a4660b693411,Lil Baby,hip hop
4WE4KsdoZbISWStEzfcxvH,Suicidal (Remix) [feat. Juice WRLD],P2020,https://open.spotify.com/album/4WE4KsdoZbISWStEzfcxvH,https://i.scdn.co/image/ab67616d0000b273b458693b51ec72c6a1e9c8e4,YNW Melly,emo rap
5GAvwptqr4r63i8lZWrL58,My Turn (Deluxe),Quality Control/Motown Records,https://open.spotify.com/album/5GAvwptqr4r63i8lZWrL58,https://i.scdn.co/image/ab67616d0000b273aca2750de362a4660b693411,Lil Baby,hip hop
1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,Jonas Brothers Recording,https://open.spotify.com/album/1Uf67JAtkVWfdydzFFqNF2,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,Jonas Brothers,pop
2MDU46hcBn3u94s46BOSdv,Shoot For The Stars Aim For The Moon (Deluxe),Victor Victor Worldwide,https://open.spotify.com/album/2MDU46hcBn3u94s46BOSdv,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,Pop Smoke,brooklyn drill
5GAvwptqr4r63i8lZWrL58,My Turn (Deluxe),Quality Control/Motown Records,https://open.spotify.com/album/5GAvwptqr4r63i8lZWrL58,https://i.scdn.co/image/ab67616d0000b273aca2750de362a4660b693411,Lil Baby,hip hop
5mUdh6YWnUvf0MfklEk1oi,Stuck with U,"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",https://open.spotify.com/album/5mUdh6YWnUvf0MfklEk1oi,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,Ariana Grande,pop
2MDU46hcBn3u94s46BOSdv,Shoot For The Stars Aim For The Moon (Deluxe),Victor Victor Worldwide,https://open.spotify.com/album/2MDU46hcBn3u94s46BOSdv,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,Pop Smoke,brooklyn drill
68enXe5XcJdciSDAZr0Alr,Manic,Capitol Records,https://open.spotify.com/album/68enXe5XcJdciSDAZr0Alr,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,Halsey,pop
6d1vGZsr6Uy3h9IigBpPAf,Meet The Woo,Victor Victor Worldwide/Republic Records,https://open.spotify.com/album/6d1vGZsr6Uy3h9IigBpPAf,https://i.scdn.co/image/ab67616d0000b2738fe5d04b06aff90f9fe796f5,Pop Smoke,grime
